idMesure,dateMesure,pressionMer,directionVent,vitesseVent,temperature,humidite,nebulosite,pressionStation,hauteurNeige,codStation,codTempsPresent
1,2018-10-18 00:00:00,102280,10,1.500000,282.650000,94,\N,101400,0.000000,7005,10
2,2018-10-18 00:00:00,102260,10,1.700000,285.250000,91,\N,101690,\N,7015,0
3,2018-10-18 00:00:00,102300,40,7.700000,288.650000,81,60,102200,\N,7020,3
4,2018-10-18 00:00:00,102200,20,1.500000,287.750000,90,100,101400,0.000000,7027,0
5,2018-10-18 00:00:00,102190,40,4.000000,285.150000,88,\N,100360,0.000000,7037,0
6,2018-10-18 00:00:00,102000,300,3.200000,286.050000,90,\N,100860,0.000000,7072,0
7,2018-10-18 00:00:00,102200,30,2.500000,283.550000,98,\N,101010,0.000000,7110,0
8,2018-10-18 00:00:00,102170,50,9.400000,288.150000,80,\N,101470,\N,7117,\N
9,2018-10-18 00:00:00,102010,10,1.900000,287.150000,91,100,101560,\N,7130,0
10,2018-10-18 00:00:00,102070,30,3.900000,286.250000,89,\N,100330,0.000000,7139,60
11,2018-10-18 00:00:00,102030,10,3.600000,287.450000,82,0,100950,0.000000,7149,1
12,2018-10-18 00:00:00,101890,310,2.700000,284.450000,94,\N,100470,0.000000,7168,0
13,2018-10-18 00:00:00,101920,10,1.300000,283.750000,86,\N,97830,\N,7181,0
14,2018-10-18 00:00:00,101870,340,1.400000,283.550000,92,\N,100050,0.000000,7190,0
15,2018-10-18 00:00:00,101940,20,5.300000,285.950000,91,\N,101420,\N,7207,\N
16,2018-10-18 00:00:00,101830,20,2.900000,286.450000,91,\N,101520,0.000000,7222,0
17,2018-10-18 00:00:00,101870,50,5.000000,288.350000,78,\N,100540,0.000000,7240,0
18,2018-10-18 00:00:00,101800,40,1.900000,287.850000,72,\N,99830,0.000000,7255,0
19,2018-10-18 00:00:00,101740,340,2.700000,286.150000,70,\N,99040,0.000000,7280,0
20,2018-10-18 00:00:00,101890,160,0.800000,280.850000,93,\N,98590,0.000000,7299,10
21,2018-10-18 00:00:00,101680,20,4.400000,289.050000,88,60,101410,\N,7314,2
22,2018-10-18 00:00:00,101770,60,1.000000,287.850000,84,75,100340,0.000000,7335,0
23,2018-10-18 00:00:00,101620,60,4.000000,289.750000,55,\N,96950,0.000000,7434,0
24,2018-10-18 00:00:00,101750,170,0.700000,283.850000,78,\N,97870,0.000000,7460,0
25,2018-10-18 00:00:00,\N,220,1.400000,284.050000,80,100,92200,0.000000,7471,0
26,2018-10-18 00:00:00,101670,150,1.400000,285.350000,81,40,98810,0.000000,7481,2
27,2018-10-18 00:00:00,101600,240,0.600000,287.950000,92,100,101030,0.000000,7510,0
28,2018-10-18 00:00:00,101610,120,1.100000,287.150000,96,100,98530,0.000000,7535,0
29,2018-10-18 00:00:00,101530,70,1.900000,286.650000,87,\N,93370,0.000000,7558,0
30,2018-10-18 00:00:00,101520,50,1.700000,290.550000,66,\N,100650,0.000000,7577,0
31,2018-10-18 00:00:00,\N,360,6.800000,290.250000,50,\N,91640,\N,7591,0
32,2018-10-18 00:00:00,101570,0,0.000000,286.150000,99,100,100860,0.000000,7607,0
33,2018-10-18 00:00:00,101560,220,0.800000,283.750000,98,101,97250,0.000000,7621,0
34,2018-10-18 00:00:00,101530,260,1.000000,286.450000,95,101,96680,0.000000,7627,45
35,2018-10-18 00:00:00,101520,320,1.100000,288.750000,85,\N,99750,0.000000,7630,0
36,2018-10-18 00:00:00,101480,20,1.100000,290.050000,89,100,101390,\N,7643,0
37,2018-10-18 00:00:00,101470,50,5.100000,291.750000,85,100,101090,0.000000,7650,0
38,2018-10-18 00:00:00,101380,50,8.100000,290.350000,100,\N,99940,\N,7661,\N
39,2018-10-18 00:00:00,101480,330,3.000000,292.850000,71,90,101170,0.000000,7690,2
40,2018-10-18 00:00:00,101490,0,0.000000,290.350000,90,100,100970,0.000000,7747,61
41,2018-10-18 00:00:00,101290,50,3.100000,289.750000,87,90,101180,0.000000,7761,0
42,2018-10-18 00:00:00,101480,240,1.700000,289.950000,97,\N,101340,0.000000,7790,0
43,2018-10-18 00:00:00,101140,80,2.900000,298.350000,82,\N,101090,\N,61968,\N
44,2018-10-18 00:00:00,101060,60,3.800000,297.350000,77,\N,100990,\N,61972,\N
45,2018-10-18 00:00:00,\N,120,3.400000,296.650000,77,\N,\N,\N,61976,\N
46,2018-10-18 00:00:00,101480,150,1.600000,295.250000,62,\N,101330,\N,61980,0
47,2018-10-18 00:00:00,102340,310,9.800000,286.250000,81,\N,101990,\N,61996,\N
48,2018-10-18 00:00:00,100480,140,3.600000,273.450000,88,\N,100110,\N,61998,\N
49,2018-10-18 00:00:00,101110,40,4.800000,298.750000,84,\N,101030,\N,67005,0
50,2018-10-18 00:00:00,100890,210,3.000000,280.050000,75,100,100800,\N,71805,0
51,2018-10-18 00:00:00,101430,80,9.100000,301.150000,75,\N,101110,\N,78890,\N
52,2018-10-18 00:00:00,101550,60,8.400000,300.050000,79,\N,101040,\N,78894,\N
53,2018-10-18 00:00:00,101470,80,2.000000,298.550000,83,\N,101380,\N,78897,\N
54,2018-10-18 00:00:00,101370,110,9.700000,301.250000,77,\N,100930,\N,78922,\N
55,2018-10-18 00:00:00,101340,100,6.200000,299.350000,83,100,101250,\N,78925,61
56,2018-10-18 00:00:00,101060,50,1.200000,299.650000,90,\N,101000,\N,81401,\N
57,2018-10-18 00:00:00,101120,80,2.000000,300.150000,87,\N,101030,\N,81405,0
58,2018-10-18 00:00:00,101110,140,0.700000,299.450000,89,\N,101030,\N,81408,\N
59,2018-10-18 00:00:00,101080,0,0.000000,299.650000,89,\N,99870,\N,81415,\N
60,2018-10-18 00:00:00,96940,10,2.600000,259.050000,50,10,96390,\N,89642,1
61,2018-10-18 03:00:00,102320,350,1.700000,280.950000,95,\N,101430,0.000000,7005,45
62,2018-10-18 03:00:00,102290,10,3.100000,284.150000,94,\N,101720,\N,7015,10
63,2018-10-18 03:00:00,102290,60,10.100000,289.050000,83,75,102190,\N,7020,3
64,2018-10-18 03:00:00,102240,30,3.800000,287.750000,84,100,101440,0.000000,7027,0
65,2018-10-18 03:00:00,102210,40,5.300000,284.550000,88,\N,100370,0.000000,7037,0
66,2018-10-18 03:00:00,102030,290,2.700000,283.850000,94,\N,100880,0.000000,7072,10
67,2018-10-18 03:00:00,102190,20,2.700000,284.150000,98,\N,101000,0.000000,7110,0
68,2018-10-18 03:00:00,102190,50,9.800000,288.550000,84,\N,101500,\N,7117,\N
69,2018-10-18 03:00:00,102020,10,2.600000,287.650000,91,100,101580,0.000000,7130,0
70,2018-10-18 03:00:00,102100,30,4.100000,285.550000,89,\N,100360,0.000000,7139,0
71,2018-10-18 03:00:00,102040,10,4.800000,286.050000,88,0,100960,0.000000,7149,2
72,2018-10-18 03:00:00,101920,290,4.500000,284.050000,95,\N,100490,0.000000,7168,10
73,2018-10-18 03:00:00,101940,340,2.000000,282.550000,93,\N,97830,\N,7181,0
74,2018-10-18 03:00:00,101880,310,0.900000,281.750000,94,\N,100040,0.000000,7190,0
75,2018-10-18 03:00:00,101900,20,7.300000,286.750000,92,\N,101380,\N,7207,\N
76,2018-10-18 03:00:00,101830,30,2.400000,287.050000,90,100,101520,0.000000,7222,0
77,2018-10-18 03:00:00,101870,50,4.900000,286.950000,85,\N,100530,0.000000,7240,0
78,2018-10-18 03:00:00,101750,40,1.300000,286.550000,81,\N,99770,0.000000,7255,0
79,2018-10-18 03:00:00,101690,350,4.700000,286.950000,70,\N,99000,0.000000,7280,0
80,2018-10-18 03:00:00,101900,280,0.600000,278.650000,97,90,98570,0.000000,7299,28
81,2018-10-18 03:00:00,101610,50,4.600000,289.550000,82,100,101340,\N,7314,3
82,2018-10-18 03:00:00,101760,40,3.800000,286.850000,86,90,100330,0.000000,7335,0
83,2018-10-18 03:00:00,101580,50,4.900000,288.650000,60,90,96890,0.000000,7434,0
84,2018-10-18 03:00:00,101760,50,1.200000,281.150000,83,100,97840,0.000000,7460,0
85,2018-10-18 03:00:00,\N,220,1.000000,282.350000,86,100,92130,0.000000,7471,0
86,2018-10-18 03:00:00,101640,360,0.700000,284.150000,88,40,98770,0.000000,7481,1
87,2018-10-18 03:00:00,101500,40,1.400000,287.450000,96,100,100930,0.000000,7510,44
88,2018-10-18 03:00:00,101520,0,0.000000,287.050000,97,100,98440,0.000000,7535,61
89,2018-10-18 03:00:00,101450,30,3.300000,286.250000,83,\N,93280,0.000000,7558,0
90,2018-10-18 03:00:00,101470,30,0.900000,289.250000,78,\N,100590,0.000000,7577,60
91,2018-10-18 03:00:00,\N,350,6.400000,290.150000,51,\N,91550,\N,7591,0
92,2018-10-18 03:00:00,101500,0,0.000000,285.150000,98,100,100790,0.000000,7607,0
93,2018-10-18 03:00:00,101500,220,1.200000,284.450000,98,100,97200,0.000000,7621,0
94,2018-10-18 03:00:00,101500,230,1.000000,285.050000,95,101,96630,0.000000,7627,45
95,2018-10-18 03:00:00,101460,170,0.800000,288.250000,92,100,99690,0.000000,7630,0
96,2018-10-18 03:00:00,101370,10,3.300000,289.850000,90,100,101280,\N,7643,0
97,2018-10-18 03:00:00,101350,10,1.900000,291.850000,81,100,100970,0.000000,7650,0
98,2018-10-18 03:00:00,101250,50,7.300000,290.450000,97,\N,99810,\N,7661,\N
99,2018-10-18 03:00:00,101330,330,2.700000,292.250000,72,90,101020,0.000000,7690,2
100,2018-10-18 03:00:00,101360,310,2.900000,289.350000,95,100,100840,0.000000,7747,62
101,2018-10-18 03:00:00,101130,60,2.100000,288.350000,90,90,101020,0.000000,7761,0
102,2018-10-18 03:00:00,101340,230,1.400000,289.050000,98,\N,101200,0.000000,7790,0
103,2018-10-18 03:00:00,101270,80,3.900000,298.350000,82,\N,101220,\N,61968,\N
104,2018-10-18 03:00:00,101180,50,2.000000,298.450000,87,\N,101070,\N,61970,\N
105,2018-10-18 03:00:00,101210,60,3.300000,297.750000,76,\N,101140,\N,61972,\N
106,2018-10-18 03:00:00,\N,110,4.100000,297.950000,71,\N,\N,\N,61976,\N
107,2018-10-18 03:00:00,101600,120,4.100000,296.950000,70,\N,101450,\N,61980,0
108,2018-10-18 03:00:00,102360,310,7.700000,287.350000,78,\N,102010,\N,61996,\N
109,2018-10-18 03:00:00,100380,150,4.600000,273.450000,89,100,100010,\N,61998,71
110,2018-10-18 03:00:00,101280,30,3.600000,298.650000,83,\N,101200,\N,67005,0
111,2018-10-18 03:00:00,100490,120,4.800000,280.850000,84,100,100400,\N,71805,0
112,2018-10-18 03:00:00,101430,90,8.200000,301.050000,77,\N,101110,\N,78890,\N
113,2018-10-18 03:00:00,101560,80,4.400000,299.950000,78,\N,101050,\N,78894,\N
114,2018-10-18 03:00:00,101460,60,2.000000,299.150000,90,\N,101370,\N,78897,\N
115,2018-10-18 03:00:00,101380,110,9.100000,301.150000,79,\N,100940,\N,78922,\N
116,2018-10-18 03:00:00,101370,150,3.700000,299.450000,86,100,101280,\N,78925,0
117,2018-10-18 03:00:00,101060,90,1.100000,298.450000,93,\N,101000,\N,81401,\N
118,2018-10-18 03:00:00,101100,120,0.800000,299.450000,86,\N,101010,\N,81405,0
119,2018-10-18 03:00:00,101070,0,0.000000,297.850000,95,\N,100990,\N,81408,\N
120,2018-10-18 03:00:00,101100,70,1.700000,298.450000,92,\N,99890,\N,81415,\N
121,2018-10-18 03:00:00,96770,310,1.500000,265.450000,39,10,96240,\N,89642,2
122,2018-10-18 06:00:00,102350,0,0.000000,281.750000,97,\N,101470,0.000000,7005,45
123,2018-10-18 06:00:00,102340,10,2.300000,283.850000,94,\N,101770,\N,7015,10
124,2018-10-18 06:00:00,102360,40,10.200000,288.550000,83,\N,102260,\N,7020,\N
125,2018-10-18 06:00:00,102320,50,2.200000,287.150000,86,100,101510,0.000000,7027,0
126,2018-10-18 06:00:00,102300,30,3.400000,283.550000,93,\N,100460,0.000000,7037,0
127,2018-10-18 06:00:00,102110,270,2.600000,283.950000,95,\N,100960,0.000000,7072,10
128,2018-10-18 06:00:00,102240,40,4.600000,286.650000,94,100,101060,0.000000,7110,0
129,2018-10-18 06:00:00,102270,60,5.900000,288.650000,83,100,101580,\N,7117,0
130,2018-10-18 06:00:00,102080,10,3.000000,287.250000,90,100,101630,\N,7130,0
131,2018-10-18 06:00:00,102160,30,3.900000,284.450000,89,\N,100410,0.000000,7139,0
132,2018-10-18 06:00:00,102110,10,5.800000,285.350000,86,0,101020,0.000000,7149,2
133,2018-10-18 06:00:00,101980,300,3.900000,283.050000,98,\N,100550,0.000000,7168,10
134,2018-10-18 06:00:00,102020,10,1.800000,281.150000,95,\N,97890,\N,7181,0
135,2018-10-18 06:00:00,101960,320,2.600000,281.950000,92,\N,100120,0.000000,7190,0
136,2018-10-18 06:00:00,101930,30,9.500000,287.850000,89,\N,101410,\N,7207,\N
137,2018-10-18 06:00:00,101910,40,3.300000,287.350000,87,100,101600,0.000000,7222,0
138,2018-10-18 06:00:00,101940,40,4.100000,286.050000,89,\N,100590,0.000000,7240,0
139,2018-10-18 06:00:00,101860,250,1.300000,282.750000,92,\N,99850,0.000000,7255,0
140,2018-10-18 06:00:00,101750,20,4.600000,285.150000,75,\N,99040,0.000000,7280,0
141,2018-10-18 06:00:00,101990,210,0.900000,277.350000,97,60,98640,0.000000,7299,41
142,2018-10-18 06:00:00,101670,50,6.600000,289.450000,80,\N,101400,\N,7314,\N
143,2018-10-18 06:00:00,101850,10,3.100000,284.450000,95,\N,100400,\N,7335,0
144,2018-10-18 06:00:00,101630,90,1.600000,287.850000,64,90,96930,0.000000,7434,0
145,2018-10-18 06:00:00,101800,0,0.000000,280.350000,87,75,97870,0.000000,7460,0
146,2018-10-18 06:00:00,\N,300,1.100000,281.550000,87,100,92120,0.000000,7471,0
147,2018-10-18 06:00:00,101690,250,0.500000,283.150000,93,75,98810,0.000000,7481,3
148,2018-10-18 06:00:00,101560,0,0.000000,287.150000,98,100,100990,0.000000,7510,10
149,2018-10-18 06:00:00,101550,160,1.600000,286.650000,98,101,98470,0.000000,7535,45
150,2018-10-18 06:00:00,101470,40,2.900000,286.550000,78,\N,93310,0.000000,7558,0
151,2018-10-18 06:00:00,101510,30,0.800000,287.750000,84,\N,100630,0.000000,7577,0
152,2018-10-18 06:00:00,\N,360,5.300000,289.350000,54,\N,91580,\N,7591,0
153,2018-10-18 06:00:00,101560,70,1.000000,283.150000,98,101,100840,0.000000,7607,45
154,2018-10-18 06:00:00,101500,170,1.500000,285.050000,93,100,97210,0.000000,7621,0
155,2018-10-18 06:00:00,101530,40,0.500000,285.950000,95,100,96670,0.000000,7627,60
156,2018-10-18 06:00:00,101530,130,3.000000,288.650000,92,100,99760,0.000000,7630,61
157,2018-10-18 06:00:00,101410,10,2.800000,290.150000,81,100,101320,\N,7643,0
158,2018-10-18 06:00:00,101400,360,3.500000,291.550000,84,100,101020,0.000000,7650,60
159,2018-10-18 06:00:00,101250,50,7.200000,290.150000,98,75,99810,\N,7661,2
160,2018-10-18 06:00:00,101350,330,4.700000,292.250000,71,90,101040,0.000000,7690,1
161,2018-10-18 06:00:00,101400,300,2.700000,289.650000,92,100,100880,0.000000,7747,0
162,2018-10-18 06:00:00,101160,50,2.600000,287.950000,86,100,101050,0.000000,7761,0
163,2018-10-18 06:00:00,101340,220,2.000000,288.750000,98,\N,101200,0.000000,7790,0
164,2018-10-18 06:00:00,101420,90,4.900000,302.050000,66,\N,101370,\N,61968,\N
165,2018-10-18 06:00:00,101280,140,7.500000,299.050000,74,\N,101210,\N,61972,\N
166,2018-10-18 06:00:00,\N,100,3.800000,300.650000,62,\N,\N,\N,61976,\N
167,2018-10-18 06:00:00,101630,80,6.500000,299.750000,69,\N,101480,\N,61980,0
168,2018-10-18 06:00:00,102240,320,9.300000,288.750000,76,\N,101890,\N,61996,\N
169,2018-10-18 06:00:00,100270,160,7.200000,274.050000,79,100,99900,\N,61998,22
170,2018-10-18 06:00:00,101420,50,5.300000,302.450000,69,\N,101340,\N,67005,0
171,2018-10-18 06:00:00,100010,140,4.000000,281.750000,91,100,99930,\N,71805,60
172,2018-10-18 06:00:00,101220,80,9.600000,299.150000,77,\N,100900,\N,78890,\N
173,2018-10-18 06:00:00,101340,60,5.000000,300.250000,76,\N,100830,\N,78894,\N
174,2018-10-18 06:00:00,101250,40,3.500000,298.950000,88,\N,101160,\N,78897,\N
175,2018-10-18 06:00:00,101160,120,8.200000,300.850000,76,\N,100720,\N,78922,\N
176,2018-10-18 06:00:00,101130,120,2.800000,298.950000,85,\N,101040,\N,78925,0
177,2018-10-18 06:00:00,100850,80,0.800000,297.050000,96,\N,100790,\N,81401,\N
178,2018-10-18 06:00:00,100920,0,0.000000,297.050000,93,\N,100830,\N,81405,0
179,2018-10-18 06:00:00,100880,280,0.500000,296.950000,97,\N,100800,\N,81408,\N
180,2018-10-18 06:00:00,100920,80,0.500000,297.450000,94,\N,99700,\N,81415,\N
181,2018-10-18 06:00:00,96860,310,0.500000,265.050000,37,10,96330,\N,89642,2
182,2018-10-18 09:00:00,102440,30,2.800000,285.950000,96,\N,101570,0.000000,7005,0
183,2018-10-18 09:00:00,102450,30,5.500000,287.550000,83,\N,101880,\N,7015,0
184,2018-10-18 09:00:00,102490,50,7.800000,289.050000,79,90,102390,\N,7020,2
185,2018-10-18 09:00:00,102370,70,5.000000,288.550000,75,100,101570,0.000000,7027,0
186,2018-10-18 09:00:00,102330,50,5.200000,287.250000,81,\N,100510,0.000000,7037,0
187,2018-10-18 09:00:00,102190,10,2.700000,287.650000,89,\N,101050,0.000000,7072,10
188,2018-10-18 09:00:00,102320,70,5.000000,288.050000,88,75,101150,\N,7110,0
189,2018-10-18 09:00:00,102350,70,5.200000,289.250000,85,\N,101660,\N,7117,\N
190,2018-10-18 09:00:00,102230,50,3.600000,289.450000,76,\N,101790,0.000000,7130,0
191,2018-10-18 09:00:00,102230,40,5.600000,287.650000,78,\N,100500,0.000000,7139,0
192,2018-10-18 09:00:00,102190,40,6.600000,288.350000,78,0,101110,0.000000,7149,2
193,2018-10-18 09:00:00,102080,10,1.500000,288.650000,83,\N,100670,0.000000,7168,10
194,2018-10-18 09:00:00,102070,10,4.000000,287.050000,82,\N,98030,\N,7181,0
195,2018-10-18 09:00:00,102040,360,2.700000,288.350000,74,\N,100240,0.000000,7190,0
196,2018-10-18 09:00:00,102110,30,9.500000,288.750000,83,\N,101600,\N,7207,\N
197,2018-10-18 09:00:00,102060,40,4.600000,288.850000,83,100,101750,0.000000,7222,0
198,2018-10-18 09:00:00,102050,50,6.800000,288.250000,80,\N,100710,0.000000,7240,0
199,2018-10-18 09:00:00,101910,40,3.300000,288.850000,75,\N,99940,0.000000,7255,0
200,2018-10-18 09:00:00,101840,20,5.100000,288.750000,66,\N,99160,0.000000,7280,0
201,2018-10-18 09:00:00,101980,0,0.000000,286.850000,75,90,98740,0.000000,7299,3
202,2018-10-18 09:00:00,101840,50,5.500000,290.350000,77,75,101570,\N,7314,2
203,2018-10-18 09:00:00,101940,40,5.600000,287.450000,85,\N,100510,0.000000,7335,0
204,2018-10-18 09:00:00,101730,60,4.600000,289.050000,62,100,97040,0.000000,7434,0
205,2018-10-18 09:00:00,101810,130,0.600000,287.750000,67,\N,97980,0.000000,7460,0
206,2018-10-18 09:00:00,\N,80,0.600000,285.950000,73,100,92220,0.000000,7471,0
207,2018-10-18 09:00:00,101770,320,2.100000,287.450000,74,75,98930,0.000000,7481,1
208,2018-10-18 09:00:00,101670,70,1.400000,289.850000,92,100,101100,0.000000,7510,0
209,2018-10-18 09:00:00,101600,240,0.600000,290.150000,89,\N,98560,0.000000,7535,0
210,2018-10-18 09:00:00,101510,20,2.100000,288.450000,69,\N,93400,0.000000,7558,0
211,2018-10-18 09:00:00,101560,30,5.100000,291.850000,59,\N,100690,0.000000,7577,0
212,2018-10-18 09:00:00,\N,10,5.900000,293.650000,41,\N,91580,\N,7591,0
213,2018-10-18 09:00:00,101660,70,1.200000,286.650000,99,100,100950,0.000000,7607,0
214,2018-10-18 09:00:00,101580,30,1.900000,287.150000,95,100,97320,\N,7621,0
215,2018-10-18 09:00:00,101600,300,0.700000,287.650000,95,100,96770,0.000000,7627,0
216,2018-10-18 09:00:00,101620,200,1.900000,287.750000,94,100,99840,0.000000,7630,61
217,2018-10-18 09:00:00,101490,30,2.400000,291.950000,72,100,101400,\N,7643,0
218,2018-10-18 09:00:00,101420,250,2.400000,293.450000,80,90,101050,0.000000,7650,0
219,2018-10-18 09:00:00,101290,50,7.500000,294.150000,78,75,99870,\N,7661,2
220,2018-10-18 09:00:00,101380,330,3.000000,295.250000,59,90,101080,0.000000,7690,1
221,2018-10-18 09:00:00,101480,350,0.800000,290.750000,88,100,100960,0.000000,7747,0
222,2018-10-18 09:00:00,101180,50,1.700000,293.350000,70,100,101070,0.000000,7761,0
223,2018-10-18 09:00:00,101410,30,1.100000,294.050000,85,\N,101270,0.000000,7790,0
224,2018-10-18 09:00:00,101280,70,5.400000,302.850000,63,\N,101230,\N,61968,\N
225,2018-10-18 09:00:00,101290,150,10.200000,296.150000,80,\N,101220,\N,61972,\N
226,2018-10-18 09:00:00,\N,90,3.800000,301.850000,58,\N,\N,\N,61976,\N
227,2018-10-18 09:00:00,101480,70,6.300000,300.650000,68,\N,101330,\N,61980,0
228,2018-10-18 09:00:00,102030,310,10.300000,289.550000,74,\N,101680,\N,61996,\N
229,2018-10-18 09:00:00,100310,180,7.200000,275.050000,68,\N,99940,\N,61998,\N
230,2018-10-18 09:00:00,99530,190,6.200000,282.450000,94,100,99450,0.000000,71805,60
231,2018-10-18 09:00:00,101230,80,6.900000,299.050000,83,\N,100910,\N,78890,\N
232,2018-10-18 09:00:00,101320,60,9.200000,300.050000,79,\N,100810,\N,78894,\N
233,2018-10-18 09:00:00,101270,80,6.900000,298.350000,84,\N,101180,\N,78897,\N
234,2018-10-18 09:00:00,101160,100,8.000000,300.650000,79,\N,100720,\N,78922,\N
235,2018-10-18 09:00:00,101120,90,2.900000,298.950000,87,\N,101030,\N,78925,0
236,2018-10-18 09:00:00,100900,130,0.900000,297.050000,97,\N,100840,\N,81401,\N
237,2018-10-18 09:00:00,100950,230,0.800000,297.550000,95,\N,100860,\N,81405,0
238,2018-10-18 09:00:00,100960,0,0.000000,296.150000,98,\N,100880,\N,81408,\N
239,2018-10-18 09:00:00,101040,60,1.300000,297.250000,97,\N,99820,\N,81415,\N
240,2018-10-18 09:00:00,97110,210,1.500000,261.750000,43,10,96570,\N,89642,2
241,2018-10-18 12:00:00,102440,40,4.700000,288.450000,78,\N,101580,0.000000,7005,0
242,2018-10-18 12:00:00,102450,20,6.300000,288.850000,73,100,101890,\N,7015,0
243,2018-10-18 12:00:00,102530,40,8.500000,288.150000,85,100,102430,\N,7020,3
244,2018-10-18 12:00:00,102370,50,6.300000,289.550000,74,100,101570,0.000000,7027,0
245,2018-10-18 12:00:00,102330,40,6.800000,290.250000,62,\N,100530,0.000000,7037,0
246,2018-10-18 12:00:00,102090,10,3.800000,293.050000,62,\N,100970,0.000000,7072,0
247,2018-10-18 12:00:00,102350,40,5.800000,289.550000,83,100,101180,0.000000,7110,0
248,2018-10-18 12:00:00,102380,50,10.800000,288.750000,83,\N,101680,\N,7117,\N
249,2018-10-18 12:00:00,102160,20,4.300000,293.550000,52,\N,101720,0.000000,7130,0
250,2018-10-18 12:00:00,102160,30,6.000000,291.350000,64,\N,100450,0.000000,7139,0
251,2018-10-18 12:00:00,102110,30,5.700000,293.150000,61,0,101050,0.000000,7149,2
252,2018-10-18 12:00:00,101940,20,3.400000,294.150000,61,\N,100560,0.000000,7168,0
253,2018-10-18 12:00:00,101880,50,4.800000,293.950000,54,\N,97940,\N,7181,0
254,2018-10-18 12:00:00,101880,40,6.300000,294.850000,52,\N,100130,0.000000,7190,0
255,2018-10-18 12:00:00,102060,40,7.700000,290.550000,71,\N,101550,\N,7207,\N
256,2018-10-18 12:00:00,101970,50,5.600000,293.250000,64,\N,101660,0.000000,7222,0
257,2018-10-18 12:00:00,101960,50,4.800000,293.150000,60,\N,100650,0.000000,7240,0
258,2018-10-18 12:00:00,101800,50,5.000000,294.850000,47,\N,99870,0.000000,7255,0
259,2018-10-18 12:00:00,101650,30,7.600000,295.750000,38,\N,99040,0.000000,7280,0
260,2018-10-18 12:00:00,101820,340,3.400000,290.950000,60,90,98630,0.000000,7299,3
261,2018-10-18 12:00:00,101780,30,5.600000,291.750000,73,60,101510,\N,7314,2
262,2018-10-18 12:00:00,101850,30,5.900000,292.250000,65,\N,100440,0.000000,7335,0
263,2018-10-18 12:00:00,101570,60,6.000000,294.450000,43,\N,96970,0.000000,7434,0
264,2018-10-18 12:00:00,101620,10,2.800000,292.650000,51,\N,97860,0.000000,7460,0
265,2018-10-18 12:00:00,\N,320,1.100000,290.950000,50,\N,92110,0.000000,7471,0
266,2018-10-18 12:00:00,101560,310,2.200000,292.650000,54,50,98780,0.000000,7481,1
267,2018-10-18 12:00:00,101600,360,2.200000,292.150000,79,\N,101040,0.000000,7510,0
268,2018-10-18 12:00:00,101490,320,1.600000,294.150000,60,\N,98490,0.000000,7535,0
269,2018-10-18 12:00:00,101370,150,1.700000,291.550000,63,\N,93350,0.000000,7558,0
270,2018-10-18 12:00:00,101410,30,5.500000,294.750000,52,\N,100550,0.000000,7577,0
271,2018-10-18 12:00:00,\N,30,5.000000,296.050000,34,\N,91430,\N,7591,0
272,2018-10-18 12:00:00,101580,130,1.100000,291.250000,83,90,100880,0.000000,7607,0
273,2018-10-18 12:00:00,101450,20,4.000000,290.650000,78,100,97250,0.000000,7621,0
274,2018-10-18 12:00:00,101520,30,1.200000,289.150000,84,100,96720,0.000000,7627,0
275,2018-10-18 12:00:00,101550,140,0.900000,290.950000,80,100,99790,0.000000,7630,0
276,2018-10-18 12:00:00,101400,40,3.300000,295.750000,57,100,101310,\N,7643,0
277,2018-10-18 12:00:00,101350,260,2.400000,294.750000,75,\N,100980,0.000000,7650,0
278,2018-10-18 12:00:00,101260,70,6.300000,295.950000,64,50,99840,\N,7661,1
279,2018-10-18 12:00:00,101330,100,7.000000,295.950000,66,75,101030,0.000000,7690,3
280,2018-10-18 12:00:00,101450,300,1.700000,291.750000,85,100,100930,0.000000,7747,0
281,2018-10-18 12:00:00,101020,250,2.200000,300.050000,48,\N,100920,0.000000,7761,0
282,2018-10-18 12:00:00,101340,100,2.500000,295.650000,70,90,101200,0.000000,7790,0
283,2018-10-18 12:00:00,101100,70,4.900000,302.250000,64,\N,101050,\N,61968,\N
284,2018-10-18 12:00:00,101080,80,6.600000,295.150000,88,\N,101010,\N,61972,\N
285,2018-10-18 12:00:00,\N,80,3.400000,301.050000,62,\N,\N,\N,61976,\N
286,2018-10-18 12:00:00,101430,70,4.500000,299.950000,70,\N,101280,\N,61980,0
287,2018-10-18 12:00:00,101920,300,9.300000,288.150000,81,\N,101570,\N,61996,\N
288,2018-10-18 12:00:00,100550,230,12.300000,274.350000,72,90,100180,\N,61998,1
289,2018-10-18 12:00:00,101110,10,5.100000,302.950000,67,\N,101030,\N,67005,0
290,2018-10-18 12:00:00,99470,250,8.700000,282.550000,90,10,99390,0.000000,71805,1
291,2018-10-18 12:00:00,101360,100,7.700000,299.950000,78,\N,101040,\N,78890,\N
292,2018-10-18 12:00:00,101450,60,4.500000,297.150000,91,\N,101360,\N,78897,\N
293,2018-10-18 12:00:00,101330,100,7.300000,302.850000,70,\N,100890,\N,78922,\N
294,2018-10-18 12:00:00,101300,100,5.900000,301.750000,72,75,101210,\N,78925,0
295,2018-10-18 12:00:00,101120,110,2.800000,302.450000,79,\N,101060,\N,81401,\N
296,2018-10-18 12:00:00,101150,100,3.900000,302.250000,74,90,101060,\N,81405,0
