idMesure,dateMesure,pressionMer,directionVent,vitesseVent,temperature,humidite,nebulosite,pressionStation,hauteurNeige,codStation,codTempsPresent
861,2018-10-19 18:00:00,101440,70,0.900000,297.350000,83,\N,101390,\N,61968,\N
862,2018-10-19 18:00:00,101660,150,2.500000,294.450000,73,\N,101590,\N,61972,\N
863,2018-10-19 18:00:00,\N,70,5.300000,298.750000,84,\N,\N,\N,61976,\N
864,2018-10-19 18:00:00,101670,180,2.200000,295.850000,90,\N,101520,\N,61980,0
865,2018-10-19 18:00:00,102200,260,5.100000,274.150000,70,\N,101820,\N,61998,\N
866,2018-10-19 18:00:00,100940,280,11.400000,279.450000,65,75,100850,0.000000,71805,25
867,2018-10-19 18:00:00,101100,80,5.700000,303.450000,64,\N,100790,\N,78890,\N
868,2018-10-19 18:00:00,101230,60,6.000000,303.550000,62,\N,100720,\N,78894,\N
869,2018-10-19 18:00:00,101120,80,4.300000,302.150000,68,\N,101030,\N,78897,\N
870,2018-10-19 18:00:00,101100,100,6.100000,301.950000,70,\N,100660,\N,78922,\N
871,2018-10-19 18:00:00,101040,110,8.700000,303.550000,67,\N,\N,\N,78925,0
872,2018-10-19 18:00:00,100580,360,1.800000,306.950000,62,\N,100520,\N,81401,\N
873,2018-10-19 18:00:00,100700,70,4.700000,302.350000,80,90,100610,\N,81405,60
874,2018-10-19 18:00:00,100620,80,3.600000,308.350000,47,\N,100540,\N,81408,\N
875,2018-10-19 18:00:00,100640,180,1.900000,308.750000,45,\N,99470,\N,81415,\N
876,2018-10-19 18:00:00,96240,100,28.800000,261.550000,88,\N,95700,\N,89642,\N
877,2018-10-19 21:00:00,102810,20,2.200000,280.950000,87,\N,101920,0.000000,7005,0
878,2018-10-19 21:00:00,102790,350,3.500000,283.350000,85,\N,102210,\N,7015,0
879,2018-10-19 21:00:00,102910,40,4.100000,287.750000,70,75,102810,\N,7020,3
880,2018-10-19 21:00:00,102810,350,1.400000,283.450000,90,\N,101990,0.000000,7027,0
881,2018-10-19 21:00:00,102780,30,2.600000,283.450000,84,\N,100930,0.000000,7037,0
882,2018-10-19 21:00:00,102550,290,3.100000,284.950000,86,\N,101400,0.000000,7072,0
883,2018-10-19 21:00:00,102810,30,2.900000,284.250000,94,\N,101610,0.000000,7110,0
884,2018-10-19 21:00:00,102820,60,6.300000,287.550000,79,\N,102120,\N,7117,\N
885,2018-10-19 21:00:00,102700,350,2.700000,284.750000,88,\N,102250,0.000000,7130,0
886,2018-10-19 21:00:00,102670,20,4.000000,284.750000,88,\N,100910,0.000000,7139,0
887,2018-10-19 21:00:00,102590,30,3.900000,286.050000,81,0,101500,0.000000,7149,2
888,2018-10-19 21:00:00,102510,290,3.800000,283.350000,93,\N,101070,0.000000,7168,10
889,2018-10-19 21:00:00,102490,40,2.100000,284.250000,86,\N,98390,\N,7181,0
890,2018-10-19 21:00:00,102460,350,2.600000,284.750000,83,\N,100630,0.000000,7190,0
891,2018-10-19 21:00:00,102580,30,6.900000,287.150000,85,\N,102060,\N,7207,\N
892,2018-10-19 21:00:00,102510,40,4.000000,287.750000,79,\N,102200,0.000000,7222,0
893,2018-10-19 21:00:00,102520,10,2.000000,286.450000,85,\N,101170,0.000000,7240,0
894,2018-10-19 21:00:00,102380,40,3.400000,288.150000,74,\N,100400,0.000000,7255,0
895,2018-10-19 21:00:00,102330,130,3.600000,286.850000,73,\N,99620,0.000000,7280,0
896,2018-10-19 21:00:00,102500,220,1.200000,280.250000,97,40,99170,0.000000,7299,11
897,2018-10-19 21:00:00,102380,40,7.600000,288.750000,83,10,102100,\N,7314,1
898,2018-10-19 21:00:00,102440,20,4.200000,286.350000,86,\N,100990,0.000000,7335,10
899,2018-10-19 21:00:00,102250,20,4.200000,287.150000,76,\N,97510,0.000000,7434,0
900,2018-10-19 21:00:00,102340,200,1.000000,284.450000,82,\N,98440,0.000000,7460,0
901,2018-10-19 21:00:00,\N,210,1.700000,282.150000,84,\N,92700,0.000000,7471,0
902,2018-10-19 21:00:00,102230,270,0.900000,286.550000,83,40,99370,0.000000,7481,1
903,2018-10-19 21:00:00,102170,40,3.800000,289.050000,79,\N,101600,0.000000,7510,0
904,2018-10-19 21:00:00,102130,150,0.900000,286.150000,94,\N,99020,0.000000,7535,0
905,2018-10-19 21:00:00,101980,10,4.700000,288.750000,76,\N,93840,0.000000,7558,0
906,2018-10-19 21:00:00,102030,30,5.500000,290.950000,64,\N,101150,0.000000,7577,0
907,2018-10-19 21:00:00,\N,30,2.300000,286.850000,66,\N,92130,\N,7591,0
908,2018-10-19 21:00:00,102140,240,1.600000,287.750000,95,\N,101430,0.000000,7607,0
909,2018-10-19 21:00:00,102120,270,2.400000,289.250000,90,100,97870,0.000000,7621,0
910,2018-10-19 21:00:00,102070,210,0.500000,288.550000,94,90,97230,0.000000,7627,10
911,2018-10-19 21:00:00,102040,360,0.900000,289.950000,87,75,100270,0.000000,7630,0
912,2018-10-19 21:00:00,101990,40,1.500000,289.750000,88,\N,101890,\N,7643,0
913,2018-10-19 21:00:00,101950,170,0.900000,289.750000,88,\N,101570,0.000000,7650,0
914,2018-10-19 21:00:00,101910,60,2.000000,291.450000,79,\N,100460,\N,7661,\N
915,2018-10-19 21:00:00,101910,330,3.600000,292.450000,66,0,101600,0.000000,7690,2
916,2018-10-19 21:00:00,101970,270,1.700000,290.350000,89,100,101450,0.000000,7747,0
917,2018-10-19 21:00:00,101870,60,1.800000,290.450000,86,\N,101760,0.000000,7761,0
918,2018-10-19 21:00:00,101860,230,1.700000,290.650000,97,\N,101720,0.000000,7790,0
919,2018-10-19 21:00:00,101350,90,0.900000,295.750000,86,\N,101300,\N,61968,\N
920,2018-10-19 21:00:00,101690,140,2.800000,293.650000,72,\N,101620,\N,61972,\N
921,2018-10-19 21:00:00,\N,60,6.800000,298.450000,85,\N,\N,\N,61976,\N
922,2018-10-19 21:00:00,101550,170,1.700000,296.150000,88,100,101400,\N,61980,61
923,2018-10-19 21:00:00,101870,140,2.100000,285.650000,93,\N,101520,\N,61996,\N
924,2018-10-19 21:00:00,102190,260,8.700000,274.550000,74,\N,101810,\N,61998,\N
925,2018-10-19 21:00:00,101320,280,10.200000,277.550000,68,90,101230,0.000000,71805,3
926,2018-10-19 21:00:00,101090,70,7.000000,301.350000,68,\N,100770,\N,78890,\N
927,2018-10-19 21:00:00,101190,60,5.600000,301.250000,70,\N,100680,\N,78894,\N
928,2018-10-19 21:00:00,101120,80,4.500000,300.850000,71,\N,101030,\N,78897,\N
929,2018-10-19 21:00:00,101100,170,8.200000,297.350000,90,\N,100650,\N,78922,\N
930,2018-10-19 21:00:00,101070,70,3.100000,298.250000,83,100,\N,\N,78925,0
931,2018-10-19 21:00:00,100600,60,1.600000,300.750000,83,\N,100540,\N,81401,\N
932,2018-10-19 21:00:00,100720,80,3.400000,301.850000,75,\N,100630,\N,81405,0
933,2018-10-19 21:00:00,100670,100,4.000000,302.950000,67,\N,100590,\N,81408,\N
934,2018-10-19 21:00:00,100570,50,0.700000,305.450000,61,\N,99390,\N,81415,\N
935,2018-10-19 21:00:00,96530,90,22.100000,262.650000,89,101,95990,\N,89642,\N
936,2018-10-20 00:00:00,102900,360,1.900000,278.550000,92,\N,102000,0.000000,7005,0
937,2018-10-20 00:00:00,102860,340,3.000000,281.850000,90,\N,102280,\N,7015,0
938,2018-10-20 00:00:00,102930,40,4.200000,287.650000,69,25,102830,\N,7020,1
939,2018-10-20 00:00:00,102880,40,1.200000,281.950000,96,\N,102050,0.000000,7027,0
940,2018-10-20 00:00:00,102880,20,3.100000,281.250000,85,\N,101010,0.000000,7037,0
941,2018-10-20 00:00:00,102660,260,2.600000,281.850000,92,\N,101490,0.000000,7072,10
942,2018-10-20 00:00:00,102830,50,4.400000,283.950000,93,\N,101630,0.000000,7110,0
943,2018-10-20 00:00:00,102850,90,4.100000,286.650000,83,\N,102150,\N,7117,\N
944,2018-10-20 00:00:00,102800,350,1.500000,283.150000,93,\N,102340,0.000000,7130,0
945,2018-10-20 00:00:00,102770,30,2.800000,283.250000,88,\N,101000,0.000000,7139,0
946,2018-10-20 00:00:00,102710,10,3.300000,284.150000,82,0,101610,0.000000,7149,2
947,2018-10-20 00:00:00,102580,300,4.100000,282.650000,97,\N,101140,0.000000,7168,10
948,2018-10-20 00:00:00,102540,0,0.000000,282.750000,96,\N,98410,\N,7181,10
949,2018-10-20 00:00:00,102510,300,1.200000,282.150000,95,\N,100660,0.000000,7190,10
950,2018-10-20 00:00:00,102660,60,7.400000,286.550000,82,\N,102140,\N,7207,\N
951,2018-10-20 00:00:00,102610,20,3.900000,285.250000,87,\N,102290,0.000000,7222,0
952,2018-10-20 00:00:00,102610,20,3.400000,285.450000,87,\N,101250,0.000000,7240,0
953,2018-10-20 00:00:00,102490,50,1.400000,284.350000,88,\N,100480,0.000000,7255,0
954,2018-10-20 00:00:00,102390,\N,3.700000,285.150000,81,\N,99660,0.000000,7280,0
955,2018-10-20 00:00:00,102560,0,0.000000,279.150000,97,\N,99210,0.000000,7299,44
956,2018-10-20 00:00:00,102400,40,6.600000,288.150000,83,\N,102120,\N,7314,\N
957,2018-10-20 00:00:00,102480,30,3.200000,284.550000,93,\N,101020,\N,7335,10
958,2018-10-20 00:00:00,102250,60,5.400000,286.550000,78,\N,97500,0.000000,7434,0
959,2018-10-20 00:00:00,102460,0,0.000000,281.350000,87,\N,98510,0.000000,7460,0
960,2018-10-20 00:00:00,\N,220,1.400000,280.250000,90,\N,92770,0.000000,7471,0
961,2018-10-20 00:00:00,102320,210,1.800000,284.950000,90,0,99440,0.000000,7481,10
962,2018-10-20 00:00:00,102200,30,1.700000,286.950000,85,\N,101620,0.000000,7510,0
963,2018-10-20 00:00:00,102160,120,1.500000,284.750000,94,\N,99040,0.000000,7535,0
964,2018-10-20 00:00:00,102110,30,2.700000,286.650000,82,\N,93900,0.000000,7558,0
965,2018-10-20 00:00:00,102130,40,3.800000,289.150000,72,\N,101250,0.000000,7577,0
966,2018-10-20 00:00:00,\N,30,3.800000,286.250000,65,\N,92180,\N,7591,0
967,2018-10-20 00:00:00,102160,240,1.200000,286.550000,99,101,101450,0.000000,7607,45
968,2018-10-20 00:00:00,102160,240,2.600000,288.250000,89,100,97890,0.000000,7621,0
969,2018-10-20 00:00:00,102150,0,0.000000,287.550000,95,101,97290,0.000000,7627,45
970,2018-10-20 00:00:00,102100,320,0.500000,289.250000,90,90,100320,0.000000,7630,10
971,2018-10-20 00:00:00,102040,0,0.000000,289.550000,86,100,101940,\N,7643,10
972,2018-10-20 00:00:00,101990,110,0.900000,288.650000,91,\N,101610,0.000000,7650,0
973,2018-10-20 00:00:00,101940,300,4.300000,290.450000,80,\N,100490,\N,7661,\N
974,2018-10-20 00:00:00,101960,340,3.000000,292.250000,66,0,101650,0.000000,7690,2
975,2018-10-20 00:00:00,102040,0,0.000000,290.550000,89,100,101520,0.000000,7747,0
976,2018-10-20 00:00:00,101950,50,2.600000,288.950000,89,\N,101840,0.000000,7761,0
977,2018-10-20 00:00:00,101940,240,2.000000,289.550000,96,\N,101800,0.000000,7790,0
978,2018-10-20 00:00:00,101210,80,1.100000,297.150000,85,\N,101160,\N,61968,\N
979,2018-10-20 00:00:00,101540,140,3.100000,292.050000,72,\N,101470,\N,61972,\N
980,2018-10-20 00:00:00,\N,60,7.100000,298.350000,85,\N,\N,\N,61976,\N
981,2018-10-20 00:00:00,101450,170,2.900000,295.950000,89,100,101300,\N,61980,60
982,2018-10-20 00:00:00,102160,260,8.700000,275.050000,71,\N,101780,\N,61998,\N
983,2018-10-20 00:00:00,101250,240,2.000000,297.850000,87,100,101170,\N,67005,0
984,2018-10-20 00:00:00,101600,270,8.500000,277.550000,70,90,101510,\N,71805,0
985,2018-10-20 00:00:00,101210,50,7.300000,300.450000,72,\N,100890,\N,78890,\N
986,2018-10-20 00:00:00,101290,60,7.700000,300.150000,69,\N,100780,\N,78894,\N
987,2018-10-20 00:00:00,101260,0,0.000000,298.350000,83,\N,101170,\N,78897,\N
988,2018-10-20 00:00:00,101210,90,7.700000,300.450000,75,\N,100770,\N,78922,\N
989,2018-10-20 00:00:00,101190,320,1.600000,297.150000,92,100,101100,\N,78925,0
990,2018-10-20 00:00:00,100900,0,0.000000,297.650000,92,\N,100840,\N,81401,\N
991,2018-10-20 00:00:00,100910,100,1.300000,300.250000,77,\N,100820,\N,81405,0
992,2018-10-20 00:00:00,100890,100,1.400000,299.950000,82,\N,100810,\N,81408,\N
993,2018-10-20 00:00:00,100850,310,0.800000,300.750000,75,\N,99650,\N,81415,\N
994,2018-10-20 00:00:00,97000,100,15.900000,261.450000,88,\N,96460,\N,89642,\N
995,2018-10-20 03:00:00,102960,80,1.300000,280.050000,95,\N,102060,0.000000,7005,0
996,2018-10-20 03:00:00,102930,300,1.400000,279.050000,95,\N,102340,\N,7015,10
997,2018-10-20 03:00:00,102930,50,4.000000,287.650000,68,25,102830,\N,7020,2
998,2018-10-20 03:00:00,102930,110,1.800000,281.250000,87,\N,102100,0.000000,7027,0
999,2018-10-20 03:00:00,102940,20,3.300000,280.150000,90,\N,101060,0.000000,7037,0
1000,2018-10-20 03:00:00,102730,330,1.600000,281.050000,94,\N,101560,0.000000,7072,10
1001,2018-10-20 03:00:00,102840,70,4.000000,283.950000,90,\N,101640,0.000000,7110,0
1002,2018-10-20 03:00:00,102840,90,5.200000,286.650000,80,\N,102140,\N,7117,\N
1003,2018-10-20 03:00:00,102820,10,2.800000,282.050000,98,\N,102360,\N,7130,10
1004,2018-10-20 03:00:00,102850,30,2.800000,281.650000,83,\N,101070,0.000000,7139,0
1005,2018-10-20 03:00:00,102780,20,3.800000,282.250000,90,0,101670,0.000000,7149,2
1006,2018-10-20 03:00:00,102670,280,3.000000,281.450000,98,\N,101220,0.000000,7168,10
1007,2018-10-20 03:00:00,102680,360,1.700000,280.950000,98,100,98520,\N,7181,44
1008,2018-10-20 03:00:00,102620,340,2.000000,280.050000,96,\N,100760,0.000000,7190,10
1009,2018-10-20 03:00:00,102660,50,8.900000,285.750000,86,\N,102140,\N,7207,\N
1010,2018-10-20 03:00:00,102600,30,3.000000,284.150000,90,\N,102280,0.000000,7222,0
1011,2018-10-20 03:00:00,102630,60,2.800000,283.750000,88,\N,101260,0.000000,7240,0
1012,2018-10-20 03:00:00,102550,20,2.700000,283.950000,92,\N,100540,0.000000,7255,10
1013,2018-10-20 03:00:00,102440,\N,5.000000,285.250000,83,\N,99710,0.000000,7280,0
1014,2018-10-20 03:00:00,102620,230,1.000000,278.050000,100,75,99260,0.000000,7299,41
1015,2018-10-20 03:00:00,102370,30,7.600000,287.250000,86,60,102090,\N,7314,3
1016,2018-10-20 03:00:00,102490,30,5.800000,284.050000,94,\N,101030,0.000000,7335,10
1017,2018-10-20 03:00:00,102250,60,4.500000,285.950000,80,\N,97490,0.000000,7434,0
1018,2018-10-20 03:00:00,102500,40,0.700000,279.150000,90,\N,98520,0.000000,7460,10
1019,2018-10-20 03:00:00,\N,210,1.500000,278.550000,94,\N,92760,0.000000,7471,10
1020,2018-10-20 03:00:00,102360,0,0.000000,283.550000,94,0,99470,0.000000,7481,10
1021,2018-10-20 03:00:00,102190,30,1.000000,284.750000,93,\N,101610,0.000000,7510,44
1022,2018-10-20 03:00:00,102200,0,0.000000,284.150000,97,\N,99070,0.000000,7535,0
1023,2018-10-20 03:00:00,102120,20,2.600000,285.650000,79,\N,93880,0.000000,7558,0
1024,2018-10-20 03:00:00,102170,50,4.100000,287.850000,77,\N,101280,0.000000,7577,0
1025,2018-10-20 03:00:00,\N,30,3.600000,285.450000,65,\N,92170,\N,7591,0
1026,2018-10-20 03:00:00,102200,270,1.000000,286.950000,99,101,101490,0.000000,7607,45
1027,2018-10-20 03:00:00,102120,310,2.900000,287.950000,92,100,97850,0.000000,7621,0
1028,2018-10-20 03:00:00,102100,0,0.000000,287.250000,96,100,97240,0.000000,7627,44
1029,2018-10-20 03:00:00,102100,280,1.400000,286.750000,94,\N,100310,0.000000,7630,10
1030,2018-10-20 03:00:00,102030,10,3.300000,287.550000,90,\N,101930,\N,7643,0
1031,2018-10-20 03:00:00,101980,140,2.300000,287.650000,91,\N,101600,0.000000,7650,0
1032,2018-10-20 03:00:00,101940,60,3.400000,290.850000,75,\N,100490,\N,7661,\N
1033,2018-10-20 03:00:00,101990,340,4.100000,291.550000,68,0,101680,0.000000,7690,2
1034,2018-10-20 03:00:00,102040,230,1.200000,290.350000,86,100,101520,0.000000,7747,0
1035,2018-10-20 03:00:00,101950,40,2.900000,288.650000,88,\N,101840,0.000000,7761,0
1036,2018-10-20 03:00:00,101960,210,2.000000,288.750000,96,\N,101820,0.000000,7790,0
1037,2018-10-20 03:00:00,101380,80,0.900000,296.550000,84,\N,101330,\N,61968,\N
1038,2018-10-20 03:00:00,101650,160,2.300000,292.650000,68,\N,101580,\N,61972,\N
1039,2018-10-20 03:00:00,\N,70,4.200000,299.050000,83,\N,\N,\N,61976,\N
1040,2018-10-20 03:00:00,101590,210,3.500000,295.550000,88,100,101440,\N,61980,10
1041,2018-10-20 03:00:00,102220,260,7.200000,277.550000,65,\N,101840,\N,61998,\N
1042,2018-10-20 03:00:00,101830,260,7.500000,277.750000,63,100,101740,\N,71805,0
1043,2018-10-20 03:00:00,101210,70,7.900000,300.250000,74,\N,100890,\N,78890,\N
1044,2018-10-20 03:00:00,101290,60,7.400000,299.950000,74,\N,100780,\N,78894,\N
1045,2018-10-20 03:00:00,101260,280,0.900000,296.450000,93,\N,101170,\N,78897,\N
1046,2018-10-20 03:00:00,101210,80,6.000000,300.250000,77,\N,100770,\N,78922,\N
1047,2018-10-20 03:00:00,101200,90,0.600000,297.350000,93,90,101110,\N,78925,0
1048,2018-10-20 03:00:00,100970,90,0.500000,297.450000,94,\N,100910,\N,81401,\N
1049,2018-10-20 03:00:00,100960,80,1.800000,298.950000,87,\N,100870,\N,81405,0
1050,2018-10-20 03:00:00,100980,0,0.000000,297.750000,94,\N,100900,\N,81408,\N
1051,2018-10-20 03:00:00,101030,340,1.100000,298.450000,86,\N,99820,\N,81415,\N
1052,2018-10-20 06:00:00,103060,100,1.500000,279.450000,94,\N,102160,0.000000,7005,10
1053,2018-10-20 06:00:00,103060,40,0.600000,278.550000,97,\N,102470,\N,7015,10
1054,2018-10-20 06:00:00,103070,30,3.500000,287.750000,73,40,102970,\N,7020,2
1055,2018-10-20 06:00:00,103070,0,0.000000,279.350000,92,\N,102230,0.000000,7027,0
1056,2018-10-20 06:00:00,103050,50,2.500000,279.950000,91,\N,101170,0.000000,7037,0
1057,2018-10-20 06:00:00,102890,260,2.900000,279.350000,96,\N,101710,0.000000,7072,10
1058,2018-10-20 06:00:00,102980,20,1.000000,282.250000,95,\N,101770,0.000000,7110,44
1059,2018-10-20 06:00:00,102950,90,3.400000,286.450000,85,75,102240,\N,7117,2
1060,2018-10-20 06:00:00,102900,30,1.700000,281.350000,96,\N,102440,\N,7130,10
1061,2018-10-20 06:00:00,102960,150,0.600000,279.150000,94,\N,101160,0.000000,7139,0
1062,2018-10-20 06:00:00,102890,10,3.500000,281.550000,92,0,101780,0.000000,7149,10
1063,2018-10-20 06:00:00,102800,310,3.400000,279.550000,97,\N,101340,0.000000,7168,10
1064,2018-10-20 06:00:00,102790,40,0.900000,280.850000,98,101,98620,\N,7181,45
1065,2018-10-20 06:00:00,102740,300,1.800000,280.850000,97,\N,100880,0.000000,7190,10
1066,2018-10-20 06:00:00,102790,70,4.800000,284.950000,85,25,102260,\N,7207,3
1067,2018-10-20 06:00:00,102720,30,2.700000,283.450000,87,\N,102400,0.000000,7222,0
1068,2018-10-20 06:00:00,102790,50,3.100000,282.650000,89,\N,101420,0.000000,7240,0
1069,2018-10-20 06:00:00,102720,10,1.700000,282.450000,95,\N,100690,0.000000,7255,10
1070,2018-10-20 06:00:00,102640,340,1.800000,283.050000,89,\N,99890,0.000000,7280,10
1071,2018-10-20 06:00:00,102840,210,0.800000,278.950000,100,101,99480,0.000000,7299,47
1072,2018-10-20 06:00:00,102500,40,9.100000,286.550000,86,\N,102220,\N,7314,\N
1073,2018-10-20 06:00:00,102670,30,3.800000,282.550000,96,\N,101200,0.000000,7335,10
1074,2018-10-20 06:00:00,102450,60,4.100000,285.150000,83,\N,97670,0.000000,7434,0
1075,2018-10-20 06:00:00,102750,0,0.000000,277.750000,92,\N,98740,0.000000,7460,44
1076,2018-10-20 06:00:00,\N,210,2.000000,277.250000,95,\N,92880,0.000000,7471,10
1077,2018-10-20 06:00:00,102570,300,1.600000,282.650000,96,10,99660,0.000000,7481,41
1078,2018-10-20 06:00:00,102350,20,1.700000,284.250000,97,\N,101760,0.000000,7510,44
1079,2018-10-20 06:00:00,102320,0,0.000000,283.250000,96,\N,99170,0.000000,7535,0
1080,2018-10-20 06:00:00,102250,30,4.900000,285.450000,75,\N,93990,0.000000,7558,0
1081,2018-10-20 06:00:00,102290,40,4.200000,287.050000,78,\N,101400,0.000000,7577,0
1082,2018-10-20 06:00:00,\N,50,2.000000,282.250000,79,\N,92320,\N,7591,0
1083,2018-10-20 06:00:00,102310,240,0.800000,287.150000,99,101,101600,0.000000,7607,45
1084,2018-10-20 06:00:00,102330,230,1.900000,287.550000,93,100,98040,0.000000,7621,0
1085,2018-10-20 06:00:00,102280,0,0.000000,287.750000,96,101,97420,0.000000,7627,45
1086,2018-10-20 06:00:00,102260,350,2.900000,287.750000,97,101,100470,0.000000,7630,45
1087,2018-10-20 06:00:00,102160,360,3.000000,286.650000,88,\N,102060,\N,7643,0
1088,2018-10-20 06:00:00,102120,340,2.400000,288.050000,92,\N,101740,0.000000,7650,0
1089,2018-10-20 06:00:00,102070,40,2.800000,290.550000,76,\N,100620,\N,7661,\N
1090,2018-10-20 06:00:00,102060,340,4.200000,290.850000,69,0,101750,0.000000,7690,2
1091,2018-10-20 06:00:00,102170,20,1.700000,288.550000,93,90,101640,0.000000,7747,0
1092,2018-10-20 06:00:00,102020,40,3.200000,288.550000,86,\N,101910,0.000000,7761,0
1093,2018-10-20 06:00:00,101990,220,2.300000,289.350000,91,\N,101850,0.000000,7790,0
1094,2018-10-20 06:00:00,101570,70,3.500000,301.250000,67,\N,101520,\N,61968,\N
1095,2018-10-20 06:00:00,101770,170,5.000000,298.650000,49,\N,101700,\N,61972,\N
1096,2018-10-20 06:00:00,\N,70,4.200000,301.950000,69,\N,\N,\N,61976,\N
1097,2018-10-20 06:00:00,101640,310,4.700000,299.850000,81,\N,101490,\N,61980,0
1098,2018-10-20 06:00:00,102140,250,6.700000,280.350000,51,\N,101770,\N,61998,\N
1099,2018-10-20 06:00:00,101580,200,2.200000,302.050000,69,\N,101500,\N,67005,0
1100,2018-10-20 06:00:00,101980,240,9.000000,277.950000,59,100,101890,\N,71805,0
1101,2018-10-20 06:00:00,101070,80,6.100000,299.750000,74,\N,100750,\N,78890,\N
1102,2018-10-20 06:00:00,101130,60,3.500000,299.450000,76,\N,100620,\N,78894,\N
1103,2018-10-20 06:00:00,101110,0,0.000000,295.750000,96,\N,101020,\N,78897,\N
1104,2018-10-20 06:00:00,101040,80,5.800000,300.050000,76,\N,100600,\N,78922,\N
1105,2018-10-20 06:00:00,101010,100,0.800000,297.850000,88,\N,100920,\N,78925,0
1106,2018-10-20 06:00:00,100800,70,0.900000,297.250000,95,\N,100740,\N,81401,\N
1107,2018-10-20 06:00:00,100840,0,0.000000,297.450000,90,\N,100750,\N,81405,0
1108,2018-10-20 06:00:00,100820,310,0.600000,296.150000,96,\N,100740,\N,81408,\N
1109,2018-10-20 06:00:00,100880,60,1.200000,297.350000,94,\N,99660,\N,81415,\N
1110,2018-10-20 09:00:00,103260,40,1.100000,283.050000,92,\N,102370,0.000000,7005,0
1111,2018-10-20 09:00:00,103220,60,1.200000,283.850000,82,\N,102640,\N,7015,0
1112,2018-10-20 09:00:00,103230,50,4.500000,288.850000,73,50,103130,\N,7020,2
1113,2018-10-20 09:00:00,103220,70,4.200000,285.750000,72,\N,102400,0.000000,7027,0
1114,2018-10-20 09:00:00,103250,30,3.700000,284.550000,79,\N,101390,0.000000,7037,0
1115,2018-10-20 09:00:00,103050,290,2.000000,283.850000,86,\N,101890,0.000000,7072,0
1116,2018-10-20 09:00:00,103140,80,4.300000,286.350000,86,\N,101950,0.000000,7110,0
1117,2018-10-20 09:00:00,103140,90,3.600000,288.050000,80,\N,102440,\N,7117,\N
1118,2018-10-20 09:00:00,103100,20,3.600000,284.950000,84,\N,102650,0.000000,7130,0
1119,2018-10-20 09:00:00,103120,40,3.400000,284.450000,82,\N,101350,0.000000,7139,0
1120,2018-10-20 09:00:00,103090,30,5.000000,284.950000,78,0,101990,0.000000,7149,2
1121,2018-10-20 09:00:00,103010,340,2.700000,283.850000,92,\N,101570,0.000000,7168,10
1122,2018-10-20 09:00:00,102970,350,1.100000,282.450000,99,101,98820,\N,7181,45
1123,2018-10-20 09:00:00,102930,10,3.400000,285.950000,85,\N,101100,0.000000,7190,10
1124,2018-10-20 09:00:00,102950,50,7.300000,287.550000,71,50,102430,\N,7207,2
1125,2018-10-20 09:00:00,102860,50,5.500000,286.150000,76,\N,102540,0.000000,7222,0
1126,2018-10-20 09:00:00,102910,50,5.300000,285.350000,83,\N,101550,0.000000,7240,0
1127,2018-10-20 09:00:00,102840,40,2.000000,287.250000,79,\N,100840,0.000000,7255,0
1128,2018-10-20 09:00:00,102740,\N,4.700000,287.650000,75,\N,100030,0.000000,7280,0
1129,2018-10-20 09:00:00,102910,310,1.600000,282.350000,99,100,99590,0.000000,7299,46
1130,2018-10-20 09:00:00,102670,70,4.100000,288.050000,80,\N,102390,\N,7314,\N
1131,2018-10-20 09:00:00,102790,70,3.300000,285.450000,88,\N,101330,\N,7335,10
1132,2018-10-20 09:00:00,102530,50,6.200000,289.450000,66,\N,97810,0.000000,7434,0
1133,2018-10-20 09:00:00,102720,130,1.700000,285.750000,82,\N,98830,0.000000,7460,10
1134,2018-10-20 09:00:00,\N,70,0.500000,284.250000,89,\N,93080,0.000000,7471,0
1135,2018-10-20 09:00:00,102720,150,0.800000,284.450000,93,100,99820,0.000000,7481,10
1136,2018-10-20 09:00:00,102540,50,3.100000,287.750000,81,\N,101960,0.000000,7510,0
1137,2018-10-20 09:00:00,102480,0,0.000000,288.450000,80,\N,99390,0.000000,7535,0
1138,2018-10-20 09:00:00,102340,30,5.000000,288.850000,62,\N,94170,0.000000,7558,0
1139,2018-10-20 09:00:00,102500,30,6.300000,290.150000,67,\N,101620,0.000000,7577,0
1140,2018-10-20 09:00:00,\N,60,1.800000,288.750000,57,\N,92440,\N,7591,0
1141,2018-10-20 09:00:00,102530,260,1.000000,288.150000,99,100,101820,0.000000,7607,10
1142,2018-10-20 09:00:00,102500,230,2.300000,288.450000,92,100,98220,0.000000,7621,0
1143,2018-10-20 09:00:00,102490,350,1.400000,288.450000,96,101,97630,0.000000,7627,45
1144,2018-10-20 09:00:00,102500,270,2.100000,288.250000,97,100,100710,0.000000,7630,10
1145,2018-10-20 09:00:00,102370,20,4.500000,291.750000,69,75,102270,\N,7643,0
1146,2018-10-20 09:00:00,102310,280,1.200000,292.650000,76,\N,101930,0.000000,7650,0
1147,2018-10-20 09:00:00,102230,50,2.700000,294.550000,58,40,100790,\N,7661,3
1148,2018-10-20 09:00:00,102240,330,3.300000,295.050000,57,25,101930,0.000000,7690,3
1149,2018-10-20 09:00:00,102360,0,0.000000,292.850000,78,100,101840,0.000000,7747,0
1150,2018-10-20 09:00:00,102200,230,2.000000,294.550000,71,\N,102090,0.000000,7761,0
1151,2018-10-20 09:00:00,102160,10,0.800000,295.750000,71,\N,102020,0.000000,7790,0
1152,2018-10-20 09:00:00,101460,60,4.200000,303.350000,62,\N,101410,\N,61968,\N
